@relation 'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute loan_amnt numeric
@attribute funded_amnt numeric
@attribute funded_amnt_inv numeric
@attribute term numeric
@attribute int_rate {'11.89\%','10.71\%','13.11\%','13.57\%','10.08\%','14.26\%','7.88\%','14.96\%','9.88\%','11.14\%','11.34\%','12.21\%','13.47\%','11.49\%','13.24\%','8.59\%','7.14\%','8.63\%','11.03\%','13.17\%','8.94\%','10.39\%','15.13\%','8.00\%','15.33\%','13.55\%','12.29\%','9.01\%','7.43\%','13.75\%','8.07\%','10.28\%','8.70\%','11.22\%','9.96\%','9.33\%','8.38\%','7.75\%','10.59\%','15.96\%','11.54\%','13.43\%','12.49\%','9.64\%','11.86\%','15.01\%','12.80\%','10.91\%','12.17\%','7.12\%','14.38\%','15.65\%','14.67\%','13.12\%','14.70\%','14.07\%','10.14\%','10.46\%','13.30\%','9.83\%','13.93\%','9.20\%','12.36\%','13.62\%','10.78\%','15.83\%','11.09\%','11.41\%','12.67\%','12.04\%','9.51\%','11.72\%','12.99\%','14.88\%','15.20\%','14.25\%','18.36\%','16.15\%','6.00\%','8.32\%','12.61\%','9.45\%','11.97\%','13.87\%','9.76\%','12.92\%','7.37\%','7.68\%','11.66\%','14.18\%','15.45\%','14.82\%','17.03\%','14.50\%','16.71\%','15.76\%','16.08\%','16.40\%','17.34\%','10.51\%','15.70\%','7.49\%','12.22\%','12.73\%','13.79\%','11.12\%','12.53\%','11.28\%','12.86\%','12.87\%','9.70\%','10.01\%','15.38\%','11.91\%','12.54\%','11.59\%','13.80\%','10.96\%','10.64\%','13.49\%','10.33\%','14.75\%','16.01\%','15.07\%','14.12\%','16.33\%','16.96\%','11.46\%','13.04\%','12.72\%','10.25\%','12.09\%','10.83\%','11.78\%','12.41\%','15.88\%','9.07\%','10.20\%','13.36\%','15.57\%','9.38\%','14.93\%','14.62\%','13.67\%','9.63\%','11.26\%','14.42\%','11.48\%','13.99\%','15.25\%','14.30\%','13.92\%','19.04\%','13.23\%','18.72\%','16.20\%','10.38\%','17.15\%','15.68\%','14.54\%','10.62\%','17.46\%','9.32\%','14.11\%','15.05\%','13.16\%','16.00\%','11.58\%','12.84\%','10.95\%','16.95\%','14.74\%','9.62\%','15.37\%','16.32\%','7.51\%','14.22\%','12.18\%','16.63\%','17.26\%','18.53\%','13.48\%','15.31\%','16.35\%','17.90\%','17.58\%','18.43\%','15.95\%','18.30\%','18.21\%','11.83\%','7.40\%','16.07\%','16.82\%','7.74\%','13.22\%','20.86\%','10.36\%','14.61\%','13.85\%','10.99\%','19.16\%','16.49\%','18.84\%','20.11\%','14.59\%','16.70\%','19.79\%','17.39\%','17.04\%','19.13\%','17.74\%','7.05\%','9.25\%','18.78\%','18.09\%','13.98\%','20.17\%','19.82\%','19.47\%','7.66\%','11.36\%','21.21\%','6.03\%','6.76\%','17.93\%','20.52\%','14.84\%','17.19\%','11.11\%','12.98\%','17.56\%','6.39\%','16.45\%','20.90\%','20.16\%','7.29\%','19.41\%','18.67\%','21.27\%','14.72\%','15.58\%','20.53\%','6.17\%','15.21\%','10.75\%','13.61\%','16.02\%','14.35\%','6.54\%','5.79\%','10.74\%','9.99\%','6.91\%','13.35\%','8.88\%','18.99\%','10.37\%','12.68\%','18.39\%','14.91\%','21.64\%','14.09\%','14.27\%','14.83\%','5.42\%','17.06\%','18.17\%','13.72\%','20.40\%','14.46\%','12.23\%','17.43\%','16.69\%','17.80\%','21.14\%','15.28\%','19.29\%','18.91\%','18.54\%','20.03\%','20.77\%','19.66\%','15.99\%','22.48\%','13.06\%','18.25\%','20.85\%','17.44\%','12.69\%','10.00\%','11.99\%','6.62\%','20.25\%','19.74\%','14.17\%','6.92\%','17.14\%','17.51\%','17.88\%','16.77\%','18.62\%','19.36\%','21.59\%','21.22\%','20.48\%','16.89\%','5.99\%','20.99\%','7.90\%','22.11\%','8.49\%','17.99\%','15.23\%','19.69\%','15.62\%','6.99\%','14.79\%','12.42\%','18.79\%','20.62\%','17.49\%','7.91\%','22.85\%','13.84\%','21.74\%','22.94\%','21.36\%','8.90\%','11.71\%','23.59\%','18.07\%','20.20\%','16.11\%','12.12\%','9.67\%','18.49\%','24.40\%','21.82\%','19.03\%','11.63\%','7.42\%','16.59\%','24.59\%','20.69\%','23.22\%','21.48\%','12.62\%','19.39\%','22.64\%','17.54\%','21.67\%','20.30\%','9.91\%','17.27\%','19.42\%','16.29\%','22.06\%','15.27\%','18.64\%','10.65\%','14.65\%','19.91\%','22.35\%','21.28\%','20.89\%','22.74\%','23.13\%','23.91\%','23.52\%','24.11\%'}
@attribute installment numeric
@attribute grade {B,C,A,D,E,F,G}
@attribute sub_grade {B4,B5,C2,C3,B3,C5,A5,D2,B1,C4,D3,A4,A3,C1,E4,D4,B2,A2,E2,F4,E1,D1,F1,F2,A1,F3,E5,D5,E3,G5,F5,G1,G4,G3,G2}
@attribute length numeric
@attribute home_ownership {RENT,OWN,MORTGAGE,NONE,OTHER}
@attribute annual_inc numeric
@attribute is_inc_v {Verified,'Not Verified','Source Verified'}
@attribute purpose {debt_consolidation,credit_card,car,home_improvement,small_business,major_purchase,moving,other,house,vacation,educational,wedding,medical,renewable_energy}
@attribute addr_state {CA,NY,TX,CT,MD,MA,MI,KY,MS,KS,GA,NC,NJ,WA,OH,AZ,IL,CO,WI,FL,IN,VA,ME,NE,NM,MO,UT,LA,SC,AL,TN,NH,SD,DE,WY,OR,MN,DC,HI,NV,VT,IA,ID,RI,PA,AR,OK,AK,MT,WV}
@attribute dti numeric
@attribute delinq_2yrs numeric
@attribute fico_range_low numeric
@attribute fico_range_high numeric
@attribute inq_last_6mths numeric
@attribute mths_since_last_delinq numeric
@attribute mths_since_last_record numeric
@attribute open_acc numeric
@attribute pub_rec numeric
@attribute revol_bal numeric
@attribute total_acc numeric
@attribute last_fico_range_high numeric
@attribute last_fico_range_low numeric
@attribute 'good loan' {yes,no}

@data
4000,4000,4000,60,'18.79\%',103.31,E,E3,1,RENT,30000,'Source Verified',debt_consolidation,NY,19.6,0,660,664,3,0,0,5,0,1802,8,759,755,yes
4000,4000,4000,36,'13.49\%',135.73,C,C2,12,OWN,107000,'Not Verified',credit_card,FL,2.09,1,675,679,1,11,0,9,0,2840,42,679,675,yes
12000,12000,12000,36,'5.42\%',361.92,A,A1,12,MORTGAGE,150000,'Not Verified',debt_consolidation,CA,1.55,0,790,794,0,0,0,11,0,4939,35,814,810,yes
10000,10000,10000,36,'11.99\%',332.1,B,B5,4,RENT,64000,'Not Verified',small_business,NY,7.93,1,695,699,0,15,0,4,0,14088,7,679,675,yes
17400,17400,17400,36,'11.99\%',577.85,B,B5,7,RENT,82000,'Not Verified',credit_card,AZ,12.47,0,695,699,0,0,0,7,0,26587,13,694,690,yes
3000,3000,3000,36,'13.49\%',101.8,C,C2,5,RENT,85000,'Source Verified',credit_card,VA,18.97,0,670,674,0,0,0,8,0,8610,12,674,670,yes
8400,8400,8375,60,'17.99\%',213.26,E,E1,2,MORTGAGE,35000,'Not Verified',other,SC,22.25,0,675,679,0,64,0,5,0,12076,28,679,675,yes
2400,2400,2400,36,'11.99\%',79.71,B,B5,5,RENT,34000,Verified,moving,NJ,9.99,0,670,674,0,0,0,5,0,1010,7,709,705,yes
18000,18000,17875,60,'13.99\%',418.74,C,C3,12,MORTGAGE,50000,Verified,debt_consolidation,FL,4.54,2,725,729,3,8,0,9,0,3492,37,724,720,yes
9000,9000,9000,36,'10.99\%',294.61,B,B3,12,OWN,178000,Verified,debt_consolidation,AL,8.84,0,705,709,2,0,0,20,0,29896,41,794,790,yes
10000,10000,10000,36,'7.49\%',311.02,A,A4,7,MORTGAGE,59000,'Source Verified',credit_card,MA,10.64,0,730,734,0,0,0,7,0,11490,17,739,735,yes
8000,8000,8000,60,'15.99\%',194.51,D,D2,0.5,RENT,65000,'Source Verified',debt_consolidation,NM,19,0,715,719,0,0,0,4,0,4125,10,779,775,yes
9600,9600,9600,36,'7.49\%',298.58,A,A4,0.5,RENT,21600,'Not Verified',moving,CA,17.78,0,725,729,0,34,0,8,0,3396,22,769,765,yes
5000,5000,5000,60,'12.99\%',113.74,C,C1,7,RENT,12000,'Source Verified',medical,PA,3.2,0,730,734,0,0,90,3,1,482,8,599,595,yes
20000,20000,19975,36,'10.99\%',654.68,B,B3,2,MORTGAGE,82000,Verified,debt_consolidation,NJ,13.43,0,740,744,2,0,0,8,0,75542,21,774,770,yes
15050,15050,15025,60,'20.99\%',407.07,F,F3,12,RENT,65499,Verified,debt_consolidation,NV,24.97,0,665,669,1,0,101,16,1,15170,31,734,730,yes
6000,6000,6000,36,'15.62\%',209.82,D,D1,0.5,RENT,35004,Verified,other,OH,4.73,0,675,679,1,0,0,12,0,4305,14,684,680,yes
28000,23300,23039.47739,60,'15.65\%',562.29,D,D4,3,MORTGAGE,56000,'Source Verified',small_business,CT,12.62,0,735,739,1,75,0,15,0,2355,30,684,680,yes
13200,13200,13200,36,'14.79\%',456.23,C,C4,5,MORTGAGE,90888,'Not Verified',debt_consolidation,VA,18.8,0,680,684,1,57,0,12,0,9047,27,674,670,yes
6400,6400,6400,60,'11.99\%',142.34,B,B5,4,RENT,45000,'Source Verified',debt_consolidation,CA,9.65,0,735,739,0,76,106,7,1,2705,19,634,630,yes
5600,5600,5600,60,'19.69\%',147.41,E,E5,2,RENT,35000,'Source Verified',home_improvement,RI,6.45,0,685,689,0,44,0,6,0,3063,9,564,560,yes
3600,3600,3575,36,'5.42\%',108.58,A,A1,9,MORTGAGE,60000,'Not Verified',car,CA,15,0,775,779,0,0,0,9,0,822,41,794,790,yes
11000,11000,10975,60,'9.99\%',233.67,B,B1,12,MORTGAGE,43000,Verified,home_improvement,PA,26.71,0,770,774,0,36,0,13,0,0,25,774,770,yes
20000,20000,20000,60,'16.89\%',495.87,D,D4,12,OWN,48000,Verified,debt_consolidation,WA,6.83,0,700,704,0,27,0,6,0,5845,26,589,585,yes
9600,9600,9575,36,'7.49\%',298.58,A,A4,0.5,RENT,30000,'Not Verified',debt_consolidation,IL,17.88,0,720,724,0,0,0,13,0,7222,34,719,715,yes
12175,12175,12150,60,'16.49\%',299.26,D,D3,3,MORTGAGE,42000,Verified,debt_consolidation,CA,19.51,1,690,694,3,8,0,8,0,19159,25,704,700,yes
10000,10000,10000,36,'5.99\%',304.18,A,A2,5,MORTGAGE,40000,'Not Verified',home_improvement,WI,3.06,0,775,779,0,0,0,5,0,3400,15,789,785,yes
3000,3000,3000,36,'15.23\%',104.34,C,C5,4,RENT,9000,Verified,debt_consolidation,OK,6.27,0,675,679,1,0,0,7,0,1733,10,634,630,yes
20050,20050,19775,36,'10.59\%',652.53,B,B2,9,MORTGAGE,76000,Verified,debt_consolidation,CA,20.21,0,725,729,0,0,0,8,0,29303,15,759,755,yes
4800,4800,4800,36,'5.42\%',144.77,A,A1,3,MORTGAGE,53004,'Not Verified',home_improvement,PA,11.18,0,745,749,0,0,0,9,0,25527,30,719,715,yes
35000,26225,24868.46693,60,'17.99\%',665.8,E,E1,12,MORTGAGE,168000,'Source Verified',home_improvement,NH,6.39,0,715,719,0,77,0,7,0,3936,14,764,760,yes
22500,14475,12675,60,'10.37\%',310.2,B,B3,2,MORTGAGE,45000,Verified,home_improvement,MD,12,0,770,774,0,0,0,8,0,15011,20,764,760,yes
13000,13000,13000,36,'9.99\%',419.42,B,B1,6,RENT,60000,'Source Verified',credit_card,TX,15.6,0,715,719,0,0,0,6,0,5919,18,664,660,yes
16000,16000,15975,60,'13.49\%',368.08,C,C2,4,RENT,72000,Verified,debt_consolidation,VA,27.77,0,720,724,0,0,0,4,0,11272,23,729,725,yes
12000,12000,12000,36,'13.43\%',406.82,C,C3,5,RENT,92000,'Source Verified',credit_card,MD,6.4,0,680,684,1,72,0,7,0,4409,19,699,695,yes
7200,7200,7200,60,'12.99\%',163.79,C,C1,1,RENT,30000,'Source Verified',medical,NY,16.24,0,700,704,0,0,0,10,0,17044,14,674,670,yes
14000,14000,14000,36,'10.99\%',458.28,B,B3,2,RENT,54000,'Source Verified',debt_consolidation,MO,16.53,0,705,709,0,0,0,10,0,6536,19,689,685,yes
5500,5500,5500,36,'17.49\%',197.44,D,D5,12,RENT,62000,Verified,debt_consolidation,LA,12.45,1,660,664,2,21,105,5,1,5592,18,659,655,yes
4800,4800,4800,60,'13.49\%',110.43,C,C2,4,RENT,38400,'Not Verified',debt_consolidation,WA,15.53,0,730,734,1,0,0,5,0,2259,10,519,515,yes
35000,21825,21800,60,'13.49\%',502.08,C,C2,12,MORTGAGE,185000,Verified,home_improvement,FL,4.46,0,760,764,0,0,0,9,0,45484,19,774,770,yes
15000,15000,15000,36,'12.99\%',505.34,C,C1,5,RENT,60000,'Source Verified',wedding,CA,5.92,1,680,684,0,5,0,13,0,7953,17,664,660,yes
15000,15000,15000,60,'13.49\%',345.08,C,C2,12,RENT,49000,Verified,other,NY,8.06,0,720,724,0,0,105,4,1,4711,6,774,770,yes
2200,2200,2200,36,'15.23\%',76.52,C,C5,2,RENT,30000,'Source Verified',debt_consolidation,CA,16.2,0,675,679,2,0,0,7,0,2476,9,639,635,yes
35000,21525,21500,60,'20.62\%',577.74,F,F2,3,MORTGAGE,67775,Verified,credit_card,DE,18.5,0,690,694,1,53,0,8,0,9760,36,684,680,yes
6000,6000,6000,36,'6.99\%',185.24,A,A3,8,RENT,38000,'Source Verified',debt_consolidation,MN,9.09,0,765,769,3,0,0,14,0,6841,20,804,800,yes
12000,12000,11975,36,'6.99\%',370.48,A,A3,3,RENT,70000,'Not Verified',small_business,CA,10.11,0,785,789,1,0,0,9,0,18,15,809,805,yes
17975,17975,17925,36,'8.49\%',567.35,A,A5,2,RENT,30000,Verified,debt_consolidation,NY,17.16,0,740,744,0,0,0,9,0,6287,37,754,750,yes
5000,5000,5000,60,'12.99\%',113.74,C,C1,2,RENT,32004,'Not Verified',debt_consolidation,LA,14.62,0,695,699,0,0,0,14,0,6193,38,664,660,yes
4800,4800,4800,60,'21.74\%',131.87,F,F5,2,RENT,24000,'Source Verified',debt_consolidation,NY,18.15,0,675,679,2,0,0,28,0,6156,34,679,675,yes
24000,15350,14825,60,'11.99\%',341.38,B,B5,12,MORTGAGE,48000,Verified,debt_consolidation,NY,1.25,0,760,764,0,0,0,8,0,14284,20,574,570,yes
9600,9600,9575,36,'11.99\%',318.82,B,B5,1,RENT,35000,'Not Verified',credit_card,CT,12.82,0,675,679,0,69,38,10,1,10862,22,729,725,yes
10000,10000,9975,60,'18.79\%',258.26,E,E3,3,MORTGAGE,55200,Verified,other,AZ,13.87,0,670,674,0,44,0,13,0,5260,22,684,680,yes
16800,10575,10575,60,'14.79\%',250.42,C,C4,0.5,MORTGAGE,80000,'Source Verified',debt_consolidation,LA,20.18,0,720,724,2,0,0,13,0,26624,36,699,695,yes
5400,5400,5400,36,'14.79\%',186.64,C,C4,0.5,RENT,75000,'Source Verified',debt_consolidation,AZ,11.68,0,670,674,1,0,0,13,0,4845,20,794,790,yes
5000,5000,5000,60,'13.99\%',116.32,C,C3,2,MORTGAGE,78000,Verified,major_purchase,NM,17.22,0,700,704,1,0,95,13,1,8981,26,719,715,yes
5900,5900,5899.717066,60,'14.79\%',139.72,C,C4,2,RENT,45000,'Source Verified',moving,NJ,10.43,0,715,719,1,0,0,12,0,6787,20,699,695,yes
12800,12800,12800,60,'17.49\%',321.5,D,D5,9,MORTGAGE,204000,Verified,car,GA,16.95,0,690,694,1,0,0,21,0,80417,56,719,715,yes
25975,16775,16500,60,'13.49\%',385.91,C,C2,12,MORTGAGE,52000,Verified,debt_consolidation,FL,25.62,0,730,734,0,0,0,11,0,9859,19,764,760,yes
13500,12125,12075,36,'7.49\%',377.11,A,A4,12,RENT,60000,'Not Verified',debt_consolidation,MA,19.32,0,740,744,0,0,0,8,0,17521,22,734,730,yes
35000,35000,35000,60,'16.89\%',867.78,D,D4,12,MORTGAGE,180000,Verified,home_improvement,TX,10.51,0,735,739,2,0,0,10,0,11978,28,714,710,yes
12000,12000,12000,60,'16.49\%',294.96,D,D3,9,MORTGAGE,45000,'Not Verified',debt_consolidation,MO,12.19,0,685,689,1,0,96,11,1,7452,16,659,655,yes
7000,7000,6950,60,'13.49\%',161.04,C,C2,1,RENT,36000,Verified,major_purchase,NY,13.4,0,730,734,1,0,0,9,0,2761,9,714,710,yes
2400,2400,2400,36,'7.49\%',74.65,A,A4,1,MORTGAGE,57200,'Not Verified',major_purchase,OH,1.05,0,770,774,0,0,0,2,0,0,7,704,700,yes
7600,7600,7600,36,'6.99\%',234.64,A,A3,3,MORTGAGE,115000,'Not Verified',moving,SC,1.43,0,810,814,1,0,0,6,0,1191,35,699,695,yes
10000,10000,10000,60,'18.39\%',256.07,E,E2,12,MORTGAGE,210000,Verified,home_improvement,CO,13.69,0,670,674,3,0,0,17,0,28153,36,674,670,yes
20000,20000,19625,36,'11.49\%',659.43,B,B4,3,MORTGAGE,70000,Verified,debt_consolidation,PA,11.01,0,705,709,0,0,0,12,0,22488,23,689,685,yes
8000,8000,8000,60,'16.49\%',196.64,D,D3,12,MORTGAGE,70000,'Not Verified',home_improvement,MA,7.7,1,680,684,3,20,0,16,0,2589,26,524,520,yes
8500,8500,8250,36,'11.49\%',280.26,B,B4,7,OWN,51996,Verified,debt_consolidation,TX,15.69,0,680,684,0,69,0,13,0,9344,24,684,680,yes
15000,15000,15000,60,'14.79\%',355.2,C,C4,3,RENT,49992,'Not Verified',debt_consolidation,NY,22.28,0,715,719,1,0,0,14,0,13482,28,724,720,yes
3000,3000,3000,36,'5.99\%',91.26,A,A2,3,MORTGAGE,60000,'Not Verified',debt_consolidation,VT,16.08,0,730,734,0,0,0,8,0,2724,16,689,685,yes
10000,10000,10000,36,'9.99\%',322.63,B,B1,3,RENT,50000,'Source Verified',vacation,NY,1.9,0,750,754,0,0,0,3,0,3869,4,739,735,yes
25000,25000,24750,60,'14.91\%',593.57,D,D2,12,MORTGAGE,80000,Verified,debt_consolidation,KS,8.14,0,715,719,0,0,0,10,0,14563,23,779,775,yes
10000,10000,10000,36,'7.49\%',311.02,A,A4,4,RENT,47800,'Source Verified',debt_consolidation,NC,19.46,0,760,764,1,0,0,12,0,8155,27,554,550,yes
2600,2600,2600,60,'19.29\%',67.87,E,E4,8,RENT,44564,Verified,debt_consolidation,PA,23.35,0,670,674,0,0,0,5,0,276,7,664,660,yes
10000,10000,9750,36,'7.49\%',311.02,A,A4,5,MORTGAGE,100000,'Source Verified',credit_card,PA,11.51,0,740,744,0,0,0,14,0,8368,52,804,800,yes
6000,6000,6000,36,'10.59\%',195.27,B,B2,12,MORTGAGE,98000,'Not Verified',home_improvement,GA,20.34,0,710,714,0,31,0,22,0,14806,72,684,680,yes
15000,15000,14975,36,'10.99\%',491.01,B,B3,9,MORTGAGE,120000,Verified,other,WA,8.15,0,725,729,2,32,0,13,0,16328,57,734,730,yes
8000,8000,8000,36,'16.89\%',284.79,D,D4,4,MORTGAGE,82000,Verified,home_improvement,MD,18.12,2,670,674,1,3,0,7,0,14237,24,574,570,yes
6000,6000,6000,60,'17.99\%',152.33,E,E1,1,RENT,63000,Verified,major_purchase,VA,2.17,0,680,684,1,0,0,3,0,125,7,719,715,yes
4200,4200,4200,36,'10.99\%',137.49,B,B3,0,OWN,24000,Verified,debt_consolidation,TX,8.5,0,700,704,3,42,0,11,0,4665,27,734,730,yes
4000,4000,4000,36,'10.59\%',130.18,B,B2,1,RENT,50000,'Not Verified',debt_consolidation,MO,1.8,0,710,714,2,46,0,9,0,5009,16,749,745,yes
35000,35000,34725,60,'20.99\%',946.68,F,F3,12,MORTGAGE,93000,Verified,debt_consolidation,VA,22.68,0,720,724,0,0,0,3,0,51648,35,664,660,yes
24575,24575,24325,60,'13.49\%',565.35,C,C2,12,MORTGAGE,100752,Verified,debt_consolidation,GA,22.73,0,725,729,0,0,0,15,0,36078,30,719,715,yes
20000,20000,19750,36,'13.49\%',678.61,C,C2,5,MORTGAGE,100111,Verified,debt_consolidation,AZ,22.19,0,695,699,0,0,0,14,0,62544,23,654,650,yes
4500,4500,4500,60,'15.23\%',107.6,C,C5,0,MORTGAGE,249996,'Source Verified',debt_consolidation,NY,1.42,1,690,694,3,14,0,8,0,4638,24,709,705,yes
30000,30000,29975,60,'20.62\%',805.21,F,F2,8,MORTGAGE,99996,Verified,debt_consolidation,MI,8.87,1,695,699,0,16,0,4,0,22187,9,754,750,yes
18000,18000,17750,60,'12.99\%',409.47,C,C1,3,MORTGAGE,60000,'Not Verified',debt_consolidation,FL,19.66,0,720,724,0,0,0,9,0,22107,23,539,535,yes
4500,4500,4500,36,'5.99\%',136.88,A,A2,0.5,RENT,43738,'Source Verified',debt_consolidation,NY,21.46,0,765,769,2,0,0,8,0,1058,17,794,790,yes
10000,10000,10000,36,'9.99\%',322.63,B,B1,2,MORTGAGE,86004,'Not Verified',debt_consolidation,VA,4.65,0,725,729,1,0,0,16,0,8704,42,719,715,yes
12000,12000,12000,36,'13.49\%',407.17,C,C2,3,RENT,67200,'Source Verified',debt_consolidation,TX,14.29,0,675,679,0,59,0,6,0,22290,20,769,765,yes
30000,30000,29500,60,'18.07\%',762.95,D,D4,6,MORTGAGE,200000,Verified,credit_card,MA,7.18,0,720,724,0,0,0,12,0,16210,46,694,690,yes
2500,2500,2500,36,'7.49\%',77.76,A,A4,12,MORTGAGE,22000,'Source Verified',vacation,WI,9.38,0,715,719,0,43,0,11,0,4533,31,644,640,yes
12000,12000,12000,60,'10.99\%',260.85,B,B3,2,MORTGAGE,66000,'Not Verified',debt_consolidation,CA,15.98,0,735,739,0,0,0,10,0,16648,23,734,730,yes
13500,13500,13450,36,'10.59\%',439.36,B,B2,12,MORTGAGE,33225,'Not Verified',debt_consolidation,WY,10.51,1,735,739,1,17,0,6,0,0,17,554,550,yes
15000,15000,15000,60,'11.99\%',333.6,B,B5,12,MORTGAGE,129700,Verified,debt_consolidation,VA,5.71,0,755,759,1,0,0,9,0,1636,19,729,725,yes
2150,2150,2150,36,'15.62\%',75.19,D,D1,12,RENT,63600,'Not Verified',other,NJ,5.6,0,660,664,0,39,0,5,0,7494,9,674,670,yes
15175,15175,15175,60,'20.25\%',404.16,F,F1,8,RENT,52000,'Source Verified',debt_consolidation,WA,18.78,0,665,669,0,77,0,6,0,18049,10,719,715,yes
6400,6400,6400,36,'6.99\%',197.59,A,A3,8,MORTGAGE,123735,Verified,credit_card,CO,17.12,0,730,734,0,0,0,11,0,64065,26,774,770,yes
10000,10000,10000,60,'10.59\%',215.39,B,B2,0,MORTGAGE,60000,'Source Verified',home_improvement,GA,13.92,0,750,754,0,0,0,14,0,24630,27,784,780,yes
1000,1000,1000,36,'10.99\%',32.74,B,B3,1,RENT,40000,'Not Verified',debt_consolidation,FL,17.31,0,685,689,0,0,0,5,0,3357,5,684,680,yes
4800,4800,4800,36,'15.23\%',166.94,C,C5,12,MORTGAGE,105000,'Source Verified',credit_card,TX,15.34,1,660,664,1,8,0,10,0,18448,28,559,555,yes
12000,12000,12000,36,'11.99\%',398.52,B,B5,12,MORTGAGE,84000,'Not Verified',credit_card,OR,19,0,700,704,2,0,0,16,0,61365,34,709,705,yes
5000,5000,4975,36,'10.59\%',162.73,B,B2,2,MORTGAGE,95000,'Not Verified',medical,AL,5.79,1,705,709,2,15,97,15,1,2198,31,734,730,yes
17300,17300,17300,36,'15.62\%',604.98,D,D1,8,MORTGAGE,56400,Verified,house,NC,10.49,0,695,699,0,36,0,4,0,16202,21,654,650,yes
3600,3600,3600,36,'17.99\%',130.14,E,E1,12,MORTGAGE,85000,'Source Verified',debt_consolidation,CA,6.35,0,670,674,0,54,111,11,2,8723,16,634,630,yes
10000,10000,10000,36,'9.99\%',322.63,B,B1,12,MORTGAGE,87000,Verified,moving,TX,20.32,0,720,724,1,0,0,8,0,20552,20,674,670,yes
15000,15000,15000,36,'16.49\%',531,D,D3,5,MORTGAGE,86000,Verified,wedding,AZ,5.19,1,670,674,3,18,0,9,0,574,31,639,635,yes
17500,17500,17350,60,'19.69\%',460.63,E,E5,5,OWN,75500,Verified,other,SC,17.93,0,685,689,2,0,0,8,0,17561,11,719,715,yes
8000,8000,8000,36,'10.99\%',261.88,B,B3,12,MORTGAGE,68000,Verified,home_improvement,TX,0.26,0,770,774,2,0,0,3,0,0,12,689,685,yes
12000,12000,11950,36,'15.23\%',417.34,C,C5,0,RENT,49200,'Not Verified',debt_consolidation,VA,8.88,0,675,679,2,48,0,13,0,19991,24,654,650,yes
14000,14000,14000,36,'13.49\%',475.03,C,C2,3,RENT,72500,'Source Verified',credit_card,NY,11.64,0,695,699,1,0,0,6,0,14286,17,744,740,yes
24000,24000,23900,60,'15.99\%',583.51,D,D2,1,RENT,100000,Verified,debt_consolidation,CA,19.66,0,730,734,0,0,0,4,0,4807,8,784,780,yes
4800,4800,4800,36,'10.99\%',157.13,B,B3,4,OWN,80000,'Not Verified',debt_consolidation,MO,21.96,2,700,704,2,11,0,16,0,15594,41,689,685,yes
3000,3000,3000,36,'5.99\%',91.26,A,A2,12,MORTGAGE,87600,'Source Verified',car,NY,16.67,0,800,804,0,0,0,22,0,69130,55,814,810,yes
35000,22000,21975,60,'17.99\%',558.54,E,E1,12,MORTGAGE,90525,Verified,home_improvement,TX,15.36,0,720,724,1,45,0,10,0,3388,18,644,640,yes
18000,18000,18000,36,'9.99\%',580.73,B,B1,0.5,MORTGAGE,200000,'Source Verified',debt_consolidation,IL,4.19,0,735,739,0,24,0,8,0,0,31,709,705,yes
15000,15000,14975,60,'14.79\%',355.2,C,C4,6,MORTGAGE,160000,Verified,home_improvement,CA,10.22,0,715,719,1,68,0,16,0,27891,35,639,635,yes
9000,9000,8925,36,'13.99\%',307.56,C,C3,12,RENT,66000,'Source Verified',major_purchase,OK,8.51,0,700,704,1,0,86,3,1,924,4,644,640,yes
9600,9600,9600,36,'14.79\%',331.81,C,C4,3,MORTGAGE,67775,'Not Verified',credit_card,DE,18.73,0,690,694,1,53,0,8,0,9763,36,684,680,yes
3200,3200,3200,36,'5.99\%',97.34,A,A2,12,MORTGAGE,48000,'Not Verified',debt_consolidation,NJ,16.13,0,775,779,1,0,0,9,0,827,29,719,715,yes
7500,7500,7475,36,'7.49\%',233.27,A,A4,5,RENT,69996,'Not Verified',other,NY,11.9,0,790,794,1,0,0,4,0,5168,15,729,725,yes
4000,4000,4000,36,'12.99\%',134.76,C,C1,12,RENT,43000,'Source Verified',debt_consolidation,CA,14.07,0,705,709,1,0,0,3,0,666,8,684,680,yes
3000,3000,2825,36,'5.42\%',90.48,A,A1,2,RENT,65000,'Not Verified',vacation,CA,0.74,0,795,799,0,0,0,10,0,97,32,804,800,yes
8775,8775,8775,36,'8.49\%',276.97,A,A5,12,MORTGAGE,168000,'Not Verified',home_improvement,NH,6.39,0,715,719,0,77,0,7,0,3936,14,764,760,yes
4475,4475,4475,36,'9.99\%',144.38,B,B1,12,MORTGAGE,74000,Verified,small_business,UT,10.86,0,700,704,0,30,0,8,0,8462,14,594,590,yes
