@relation 'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute loan_amnt numeric
@attribute funded_amnt numeric
@attribute funded_amnt_inv numeric
@attribute term numeric
@attribute int_rate {'11.89\%','10.71\%','13.11\%','13.57\%','10.08\%','14.26\%','7.88\%','14.96\%','9.88\%','11.14\%','11.34\%','12.21\%','13.47\%','11.49\%','13.24\%','8.59\%','7.14\%','8.63\%','11.03\%','13.17\%','8.94\%','10.39\%','15.13\%','8.00\%','15.33\%','13.55\%','12.29\%','9.01\%','7.43\%','13.75\%','8.07\%','10.28\%','8.70\%','11.22\%','9.96\%','9.33\%','8.38\%','7.75\%','10.59\%','15.96\%','11.54\%','13.43\%','12.49\%','9.64\%','11.86\%','15.01\%','12.80\%','10.91\%','12.17\%','7.12\%','14.38\%','15.65\%','14.67\%','13.12\%','14.70\%','14.07\%','10.14\%','10.46\%','13.30\%','9.83\%','13.93\%','9.20\%','12.36\%','13.62\%','10.78\%','15.83\%','11.09\%','11.41\%','12.67\%','12.04\%','9.51\%','11.72\%','12.99\%','14.88\%','15.20\%','14.25\%','18.36\%','16.15\%','6.00\%','8.32\%','12.61\%','9.45\%','11.97\%','13.87\%','9.76\%','12.92\%','7.37\%','7.68\%','11.66\%','14.18\%','15.45\%','14.82\%','17.03\%','14.50\%','16.71\%','15.76\%','16.08\%','16.40\%','17.34\%','10.51\%','15.70\%','7.49\%','12.22\%','12.73\%','13.79\%','11.12\%','12.53\%','11.28\%','12.86\%','12.87\%','9.70\%','10.01\%','15.38\%','11.91\%','12.54\%','11.59\%','13.80\%','10.96\%','10.64\%','13.49\%','10.33\%','14.75\%','16.01\%','15.07\%','14.12\%','16.33\%','16.96\%','11.46\%','13.04\%','12.72\%','10.25\%','12.09\%','10.83\%','11.78\%','12.41\%','15.88\%','9.07\%','10.20\%','13.36\%','15.57\%','9.38\%','14.93\%','14.62\%','13.67\%','9.63\%','11.26\%','14.42\%','11.48\%','13.99\%','15.25\%','14.30\%','13.92\%','19.04\%','13.23\%','18.72\%','16.20\%','10.38\%','17.15\%','15.68\%','14.54\%','10.62\%','17.46\%','9.32\%','14.11\%','15.05\%','13.16\%','16.00\%','11.58\%','12.84\%','10.95\%','16.95\%','14.74\%','9.62\%','15.37\%','16.32\%','7.51\%','14.22\%','12.18\%','16.63\%','17.26\%','18.53\%','13.48\%','15.31\%','16.35\%','17.90\%','17.58\%','18.43\%','15.95\%','18.30\%','18.21\%','11.83\%','7.40\%','16.07\%','16.82\%','7.74\%','13.22\%','20.86\%','10.36\%','14.61\%','13.85\%','10.99\%','19.16\%','16.49\%','18.84\%','20.11\%','14.59\%','16.70\%','19.79\%','17.39\%','17.04\%','19.13\%','17.74\%','7.05\%','9.25\%','18.78\%','18.09\%','13.98\%','20.17\%','19.82\%','19.47\%','7.66\%','11.36\%','21.21\%','6.03\%','6.76\%','17.93\%','20.52\%','14.84\%','17.19\%','11.11\%','12.98\%','17.56\%','6.39\%','16.45\%','20.90\%','20.16\%','7.29\%','19.41\%','18.67\%','21.27\%','14.72\%','15.58\%','20.53\%','6.17\%','15.21\%','10.75\%','13.61\%','16.02\%','14.35\%','6.54\%','5.79\%','10.74\%','9.99\%','6.91\%','13.35\%','8.88\%','18.99\%','10.37\%','12.68\%','18.39\%','14.91\%','21.64\%','14.09\%','14.27\%','14.83\%','5.42\%','17.06\%','18.17\%','13.72\%','20.40\%','14.46\%','12.23\%','17.43\%','16.69\%','17.80\%','21.14\%','15.28\%','19.29\%','18.91\%','18.54\%','20.03\%','20.77\%','19.66\%','15.99\%','22.48\%','13.06\%','18.25\%','20.85\%','17.44\%','12.69\%','10.00\%','11.99\%','6.62\%','20.25\%','19.74\%','14.17\%','6.92\%','17.14\%','17.51\%','17.88\%','16.77\%','18.62\%','19.36\%','21.59\%','21.22\%','20.48\%','16.89\%','5.99\%','20.99\%','7.90\%','22.11\%','8.49\%','17.99\%','15.23\%','19.69\%','15.62\%','6.99\%','14.79\%','12.42\%','18.79\%','20.62\%','17.49\%','7.91\%','22.85\%','13.84\%','21.74\%','22.94\%','21.36\%','8.90\%','11.71\%','23.59\%','18.07\%','20.20\%','16.11\%','12.12\%','9.67\%','18.49\%','24.40\%','21.82\%','19.03\%','11.63\%','7.42\%','16.59\%','24.59\%','20.69\%','23.22\%','21.48\%','12.62\%','19.39\%','22.64\%','17.54\%','21.67\%','20.30\%','9.91\%','17.27\%','19.42\%','16.29\%','22.06\%','15.27\%','18.64\%','10.65\%','14.65\%','19.91\%','22.35\%','21.28\%','20.89\%','22.74\%','23.13\%','23.91\%','23.52\%','24.11\%'}
@attribute installment numeric
@attribute grade {B,C,A,D,E,F,G}
@attribute sub_grade {B4,B5,C2,C3,B3,C5,A5,D2,B1,C4,D3,A4,A3,C1,E4,D4,B2,A2,E2,F4,E1,D1,F1,F2,A1,F3,E5,D5,E3,G5,F5,G1,G4,G3,G2}
@attribute length numeric
@attribute home_ownership {RENT,OWN,MORTGAGE,NONE,OTHER}
@attribute annual_inc numeric
@attribute is_inc_v {Verified,'Not Verified','Source Verified'}
@attribute purpose {debt_consolidation,credit_card,car,home_improvement,small_business,major_purchase,moving,other,house,vacation,educational,wedding,medical,renewable_energy}
@attribute addr_state {CA,NY,TX,CT,MD,MA,MI,KY,MS,KS,GA,NC,NJ,WA,OH,AZ,IL,CO,WI,FL,IN,VA,ME,NE,NM,MO,UT,LA,SC,AL,TN,NH,SD,DE,WY,OR,MN,DC,HI,NV,VT,IA,ID,RI,PA,AR,OK,AK,MT,WV}
@attribute dti numeric
@attribute delinq_2yrs numeric
@attribute fico_range_low numeric
@attribute fico_range_high numeric
@attribute inq_last_6mths numeric
@attribute mths_since_last_delinq numeric
@attribute mths_since_last_record numeric
@attribute open_acc numeric
@attribute pub_rec numeric
@attribute revol_bal numeric
@attribute total_acc numeric
@attribute last_fico_range_high numeric
@attribute last_fico_range_low numeric
@attribute 'good loan' {yes,no}

@data
7200,7200,5925,36,'10.71\%',234.74,B,B5,12,MORTGAGE,40000,'Not Verified',credit_card,TX,18.75,0,710,714,0,0,112,11,1,12938,11,704,700,yes
3000,3000,3000,36,'9.76\%',96.47,B,B2,2,RENT,48000,'Not Verified',credit_card,NY,17.65,0,710,714,0,75,0,12,0,6981,15,789,785,yes
4000,4000,3278.078576,36,'12.61\%',134.03,D,D1,1,RENT,30900,'Not Verified',debt_consolidation,FL,22.83,0,675,679,2,0,97,9,1,2876,14,659,655,yes
8800,8800,3125,36,'10.71\%',286.9,B,B5,1,RENT,65500,'Not Verified',debt_consolidation,NY,13.08,0,700,704,2,0,0,10,0,35098,17,684,680,yes
5000,5000,4110.799524,36,'12.92\%',168.28,D,D2,0.5,RENT,18492,'Not Verified',debt_consolidation,VA,9.41,1,660,664,1,21,0,4,0,4652,14,699,695,yes
7500,7500,0,36,'11.03\%',245.65,C,C1,1,RENT,105000,'Not Verified',debt_consolidation,IL,11.14,0,690,694,2,64,0,11,0,30449,54,724,720,yes
6400,6400,1800,36,'11.34\%',210.56,C,C2,0.5,MORTGAGE,52000,'Not Verified',debt_consolidation,RI,16.98,0,690,694,0,0,0,8,0,2898,11,684,680,yes
10000,2300,495.77,36,'11.97\%',76.36,C,C4,12,RENT,60000,'Not Verified',debt_consolidation,NH,24.94,0,730,734,0,0,0,9,0,21765,13,694,690,yes
7000,7000,975.923035,36,'11.66\%',231.37,C,C3,12,OWN,65000,'Not Verified',home_improvement,MN,19.68,0,685,689,0,0,0,23,0,44548,34,694,690,yes
7500,7500,0,36,'13.55\%',254.7,D,D4,0.5,RENT,42000,'Not Verified',debt_consolidation,VA,16.46,0,660,664,1,54,0,20,0,13779,28,499,0,yes
3000,1750,394.54593,36,'11.66\%',57.85,C,C3,0.5,MORTGAGE,33000,Verified,car,MI,4.51,0,670,674,3,0,0,6,0,6487,9,624,620,yes
3500,3500,0,36,'7.68\%',109.17,A,A2,4,RENT,17004,'Not Verified',educational,OR,2.26,0,750,754,0,0,0,5,0,1223,8,739,735,yes
10000,10000,9875,36,'12.73\%',335.67,C,C1,1,RENT,60000,'Not Verified',house,CA,20.64,0,710,714,0,0,0,8,0,3353,18,719,715,yes
2500,2500,0,36,'11.66\%',82.64,C,C3,2,RENT,33448,'Not Verified',debt_consolidation,MS,23.75,0,700,704,2,0,100,16,1,3877,19,649,645,yes
7500,7500,0,36,'8.32\%',236.14,A,A4,6,RENT,37676,'Not Verified',other,MS,9.01,0,760,764,0,0,0,4,0,4007,8,719,715,yes
7000,7000,928.882386,36,'10.08\%',226.14,B,B3,2,RENT,33000,Verified,educational,CA,18.91,1,715,719,0,20,0,7,0,9379,20,629,625,yes
7500,7500,744.204626,36,'13.24\%',253.58,D,D3,0.5,RENT,82500,'Not Verified',other,NC,11.42,0,660,664,1,0,114,8,1,12844,13,689,685,yes
7500,7500,0,36,'11.34\%',246.75,C,C2,8,RENT,60000,'Not Verified',debt_consolidation,DC,8.92,2,685,689,0,7,0,11,0,1954,32,684,680,yes
5000,5000,1207.38,36,'7.68\%',155.95,A,A2,2,MORTGAGE,48000,'Not Verified',home_improvement,UT,0.38,0,810,814,0,0,0,3,0,52,10,709,705,yes
4000,4000,989.12,36,'9.45\%',128.04,B,B1,2,RENT,20000,'Not Verified',credit_card,CA,5.16,0,720,724,0,66,0,9,0,3621,13,739,735,yes
1600,1600,0,36,'11.66\%',52.89,C,C3,12,MORTGAGE,60000,'Not Verified',educational,TN,18.4,1,675,679,3,15,0,12,0,926,34,534,530,yes
7500,6075,0,36,'8.32\%',191.27,A,A4,7,MORTGAGE,100000,'Not Verified',educational,IL,7.87,0,755,759,0,68,0,12,0,8681,38,529,525,yes
7500,6850,0,36,'13.55\%',232.63,D,D4,0.5,RENT,70000,'Not Verified',educational,NH,24.22,1,685,689,1,20,0,13,0,8547,30,699,695,yes
4500,4500,0,36,'11.03\%',147.39,C,C1,4,RENT,47000,Verified,credit_card,CA,20.81,0,705,709,1,0,0,9,0,25469,20,674,670,yes
7000,7000,713.656986,36,'15.38\%',243.97,E,E4,5,MORTGAGE,71000,'Not Verified',credit_card,MN,23.54,3,665,669,1,5,0,12,0,9371,44,709,705,yes
1000,1000,159.772703,36,'11.28\%',32.88,C,C1,12,MORTGAGE,55536,'Not Verified',medical,TX,17.96,0,675,679,0,0,0,8,0,22557,23,809,805,yes
3000,3000,869.16,36,'9.70\%',96.38,B,B1,5,RENT,62000,'Not Verified',home_improvement,LA,3.31,0,705,709,1,0,0,6,0,8832,22,679,675,yes
7500,6000,1438.480369,36,'10.71\%',195.61,B,B5,4,MORTGAGE,41000,Verified,debt_consolidation,MI,12.38,0,695,699,3,25,0,11,0,21196,14,544,540,yes
5000,3000,212.18,36,'8.32\%',94.46,A,A4,3,RENT,82000,'Not Verified',credit_card,FL,8.34,0,735,739,0,38,0,3,0,5688,8,679,675,yes
7000,5600,908.726495,36,'12.54\%',187.45,C,C5,3,RENT,79000,'Not Verified',debt_consolidation,CA,10.92,0,670,674,0,28,108,15,1,7465,23,499,0,yes
5000,5000,672.914029,36,'15.07\%',173.5,E,E3,0.5,RENT,27500,'Not Verified',debt_consolidation,NY,7.9,0,660,664,1,0,0,7,0,5538,11,744,740,yes
6500,3725,1155.945099,36,'10.96\%',121.89,B,B5,12,RENT,44724,'Not Verified',wedding,DE,17.41,0,730,734,3,0,0,3,0,886,5,679,675,yes
7500,7500,1221.78234,36,'14.75\%',259.08,E,E2,1,RENT,30000,'Not Verified',major_purchase,GA,20.4,0,660,664,2,82,0,10,0,1244,18,789,785,yes
5500,4375,985.489003,36,'12.22\%',145.78,C,C4,0.5,RENT,28089,'Not Verified',major_purchase,CA,17.63,1,675,679,2,10,0,7,0,7474,9,654,650,yes
3000,2150,0,36,'10.01\%',69.39,B,B2,5,RENT,35000,'Not Verified',debt_consolidation,NY,1.2,0,720,724,0,0,0,4,0,2400,5,709,705,yes
7500,5900,786.198716,36,'8.00\%',184.89,A,A3,0.5,RENT,230000,Verified,credit_card,NY,3.92,0,780,784,2,0,0,6,0,8247,9,749,745,yes
5000,3500,252.31,36,'8.32\%',110.2,A,A4,8,MORTGAGE,52000,'Not Verified',educational,FL,19.41,0,780,784,0,0,0,12,0,2967,27,794,790,yes
5000,5000,4605.68,36,'8.00\%',156.69,A,A3,1,RENT,57996,'Not Verified',debt_consolidation,CA,10.78,0,755,759,3,0,0,8,0,4496,11,744,740,yes
4500,4500,3582.857491,36,'10.83\%',146.97,B,B3,8,RENT,38000,Verified,educational,FL,13.54,0,710,714,2,46,0,11,0,1818,29,654,650,yes
3000,3000,1647.615619,36,'10.20\%',97.09,B,B1,0.5,RENT,55000,'Not Verified',major_purchase,CT,0.33,0,800,804,0,0,0,3,0,37,14,774,770,yes
12000,12000,7201.069651,36,'9.38\%',383.73,A,A5,12,MORTGAGE,135000,Verified,small_business,FL,9.91,0,765,769,0,0,0,9,0,1579,31,769,765,yes
5000,5000,4978.283281,36,'9.07\%',159.17,A,A4,0.5,RENT,85000,'Not Verified',other,IL,5.46,0,735,739,1,0,0,15,0,6528,32,729,725,yes
6600,6600,4973.82238,36,'10.83\%',215.55,B,B3,0.5,MORTGAGE,72000,Verified,credit_card,WV,17.87,0,710,714,0,0,110,13,1,5595,25,779,775,yes
2500,2500,1625,36,'10.83\%',81.65,B,B3,2,MORTGAGE,60000,Verified,vacation,GA,12.36,3,690,694,1,12,0,12,0,257,31,664,660,yes
6000,6000,4325,36,'9.38\%',191.87,A,A5,9,RENT,45000,'Not Verified',credit_card,VA,10.69,0,740,744,1,0,0,5,0,1774,11,729,725,yes
7800,7800,4891.472006,36,'12.41\%',260.61,C,C3,12,MORTGAGE,69000,'Not Verified',educational,IL,11.5,0,680,684,1,0,77,12,1,36081,14,569,565,yes
16000,16000,7266.48839,36,'11.78\%',529.75,C,C1,5,MORTGAGE,41004,Verified,credit_card,KY,15.31,0,710,714,3,0,0,11,0,19604,16,734,730,yes
6500,6500,2550,36,'9.38\%',207.85,A,A5,1,MORTGAGE,25000,Verified,other,PA,15.98,0,765,769,3,0,0,8,0,583,30,679,675,yes
1500,1500,1460.466272,36,'11.46\%',49.44,B,B5,5,RENT,28596,'Not Verified',other,AL,7.22,1,700,704,2,21,0,5,0,0,9,509,505,yes
15000,15000,4760.553503,36,'14.42\%',515.74,D,D2,0.5,RENT,75000,Verified,debt_consolidation,NY,3.22,2,680,684,0,3,0,11,0,15137,18,719,715,yes
7000,7000,1100,36,'12.09\%',232.81,C,C2,12,MORTGAGE,48000,'Not Verified',debt_consolidation,PA,9.8,0,710,714,1,0,69,19,1,5585,36,719,715,yes
8000,8000,2361.604185,36,'12.41\%',267.29,C,C3,0.5,RENT,20000,'Not Verified',educational,VA,0.6,0,760,764,0,0,0,3,0,2000,7,654,650,yes
24000,14200,7841.25,36,'11.46\%',467.99,B,B5,6,MORTGAGE,63000,'Not Verified',debt_consolidation,VT,15.83,1,725,729,1,10,0,13,0,11306,40,764,760,yes
5000,5000,2801.102842,36,'13.67\%',170.09,D,D2,4,MORTGAGE,45000,'Not Verified',other,MD,16.29,0,660,664,0,0,60,6,2,4373,8,664,660,yes
3000,3000,2475,36,'7.68\%',93.57,A,A2,0.5,RENT,31356,'Not Verified',moving,KS,19.33,0,775,779,1,0,0,5,0,2707,15,744,740,yes
24500,13075,5914.375975,36,'11.46\%',430.92,B,B5,12,RENT,92000,'Not Verified',credit_card,CA,12.63,0,725,729,0,32,0,8,0,27920,11,669,665,yes
10000,10000,4785.298348,36,'12.09\%',332.58,C,C2,2,MORTGAGE,100000,'Not Verified',small_business,UT,15.01,0,685,689,0,0,0,10,0,25853,20,719,715,yes
14000,14000,8049.585262,36,'15.88\%',491.37,E,E4,12,RENT,120000,Verified,home_improvement,CA,20.67,0,660,664,1,52,0,7,0,69937,30,554,550,yes
17000,11775,5500,36,'10.51\%',382.78,B,B2,2,MORTGAGE,120000,Verified,home_improvement,AL,3.91,0,740,744,1,0,0,10,0,20892,32,604,600,yes
6000,6000,4175,36,'10.20\%',194.17,B,B1,2,MORTGAGE,62677,'Not Verified',small_business,NH,3.56,0,720,724,2,80,0,5,0,3567,14,724,720,yes
20000,20000,8167.548335,36,'11.14\%',656.11,B,B4,12,MORTGAGE,120000,'Not Verified',home_improvement,NY,2.82,1,725,729,1,9,0,9,0,13417,18,684,680,yes
3000,3000,2346.680493,36,'11.78\%',99.33,C,C1,3,RENT,68000,'Not Verified',credit_card,IL,5.29,1,685,689,0,23,0,4,0,10870,13,714,710,yes
6000,6000,3696.45,36,'13.04\%',202.28,C,C5,12,MORTGAGE,130000,'Not Verified',car,VA,11.06,0,670,674,3,0,0,19,0,42125,32,679,675,yes
6400,6400,5877.334517,36,'9.38\%',204.66,A,A5,3,MORTGAGE,36000,'Not Verified',debt_consolidation,CO,19.03,0,730,734,1,0,0,14,0,13871,24,754,750,yes
9000,9000,4848.48,36,'10.83\%',293.93,B,B3,0.5,OTHER,28000,Verified,debt_consolidation,AZ,12.3,0,740,744,2,0,0,5,0,11679,18,679,675,yes
7000,7000,7000,36,'9.07\%',222.83,A,A4,4,RENT,56000,'Not Verified',small_business,CA,0.73,0,740,744,2,25,0,9,0,2240,18,789,785,yes
2000,2000,1900,36,'12.53\%',66.94,C,C1,7,OWN,40000,'Not Verified',other,PA,19.2,0,695,699,3,80,0,4,0,5396,14,499,0,yes
6150,6150,4080.63,36,'11.46\%',202.69,B,B5,3,RENT,19200,'Not Verified',debt_consolidation,CA,9.63,0,705,709,1,0,0,4,0,6949,7,719,715,yes
17600,17600,2952.777617,36,'13.16\%',594.36,C,C3,12,MORTGAGE,76596,'Not Verified',debt_consolidation,OH,13.39,0,695,699,2,0,0,10,0,31834,54,669,665,yes
12500,9250,5770.55,36,'11.58\%',305.38,B,B3,9,MORTGAGE,150000,Verified,small_business,NJ,14.47,0,720,724,0,0,0,10,0,42053,26,579,575,yes
5600,5600,5012.42,36,'11.58\%',184.88,B,B3,3,RENT,63000,'Not Verified',debt_consolidation,FL,7.85,0,710,714,0,0,0,4,0,8854,17,659,655,yes
3200,3200,2500,36,'9.63\%',102.71,A,A5,12,RENT,38000,Verified,credit_card,FL,11.27,0,710,714,2,27,0,14,0,7572,25,779,775,yes
13000,13000,1783.086664,36,'14.42\%',446.98,D,D2,4,RENT,94000,Verified,debt_consolidation,WA,16.46,0,700,704,1,0,0,20,0,24400,52,704,700,yes
8000,8000,7335.405417,36,'15.68\%',280.02,E,E1,12,MORTGAGE,178364,'Not Verified',credit_card,CO,22.49,0,660,664,2,0,0,23,0,45496,62,664,660,yes
10200,10200,6454.284614,36,'9.63\%',327.37,A,A5,0.5,OWN,50000,'Not Verified',small_business,MT,15.46,0,745,749,1,0,0,5,0,15303,15,739,735,yes
10000,10000,7450,36,'9.63\%',320.95,A,A5,8,MORTGAGE,27996,'Not Verified',debt_consolidation,MO,22.97,0,740,744,0,0,0,17,0,11488,39,794,790,yes
15000,15000,8100,36,'9.63\%',481.42,A,A5,0.5,RENT,65000,'Not Verified',debt_consolidation,WA,9.62,0,795,799,0,0,0,7,0,4002,24,799,795,yes
2800,2800,2485.248756,36,'13.47\%',94.99,C,C4,3,RENT,52582,'Not Verified',vacation,CA,16.71,0,670,674,1,35,0,7,0,2275,14,699,695,yes
11200,11200,3625,36,'13.16\%',378.23,C,C3,6,RENT,75000,'Not Verified',debt_consolidation,FL,4.48,0,680,684,1,40,0,12,0,4712,27,524,520,yes
14000,14000,7826.29,36,'11.89\%',464.3,B,B4,2,RENT,40000,Verified,debt_consolidation,NY,11.46,0,715,719,0,0,92,7,1,17523,11,694,690,yes
10000,10000,3475,36,'9.32\%',319.47,A,A4,1,RENT,59000,'Not Verified',debt_consolidation,MD,11.02,0,755,759,0,0,0,17,0,2710,22,749,745,yes
8500,8500,5264.027002,36,'12.84\%',285.76,C,C2,1,MORTGAGE,130000,Verified,credit_card,NV,10.62,0,680,684,0,80,0,11,0,12417,21,564,560,yes
14000,14000,3150,36,'11.89\%',464.3,B,B4,4,MORTGAGE,84240,Verified,car,CA,10.33,0,715,719,3,0,0,5,0,23149,15,784,780,yes
5375,4950,3099.603164,36,'12.21\%',164.91,B,B5,1,MORTGAGE,22000,'Not Verified',debt_consolidation,MO,22.8,0,690,694,0,66,0,12,0,10128,20,734,730,yes
12400,12400,6730.874982,36,'11.26\%',407.51,B,B2,5,MORTGAGE,165000,Verified,credit_card,CA,10.01,0,725,729,1,0,0,10,0,9800,42,724,720,yes
1400,1400,1243.74,36,'9.32\%',44.73,A,A4,0.5,OWN,11000,'Not Verified',small_business,TX,24.98,0,725,729,0,0,0,6,0,5010,18,769,765,yes
3000,3000,2843.735478,36,'9.63\%',96.29,A,A5,4,RENT,30500,Verified,car,NJ,14.4,0,720,724,2,25,0,5,0,277,21,764,760,yes
1875,1875,1435.489137,36,'8.00\%',58.76,A,A3,12,MORTGAGE,50000,'Not Verified',debt_consolidation,CA,19.06,0,730,734,0,0,0,10,0,27835,21,654,650,yes
10000,10000,5587.730583,36,'15.05\%',346.92,D,D4,2,RENT,40000,Verified,credit_card,CA,20.64,0,660,664,1,42,0,18,0,15350,28,749,745,yes
4500,4500,2752.352199,36,'14.74\%',155.42,D,D3,6,MORTGAGE,50000,'Not Verified',credit_card,CA,13.94,0,660,664,1,0,0,7,0,21628,9,794,790,yes
2500,2500,2380.35,36,'11.58\%',82.54,B,B3,7,MORTGAGE,120000,'Not Verified',car,CA,14.51,0,710,714,2,0,0,9,0,53094,27,729,725,yes
15000,15000,13910.05104,36,'13.47\%',508.84,C,C4,2,RENT,56000,Verified,debt_consolidation,FL,13.61,0,675,679,3,33,0,13,0,26821,33,684,680,yes
5750,5750,4225.71,36,'8.00\%',180.19,A,A3,1,RENT,70000,'Not Verified',credit_card,DC,2.59,0,805,809,1,0,0,11,0,5231,20,814,810,yes
15000,15000,11775,36,'11.58\%',495.21,B,B3,7,MORTGAGE,69000,'Not Verified',credit_card,MI,21.86,1,725,729,0,21,0,15,0,22359,39,704,700,yes
6000,6000,5305.600521,36,'9.32\%',191.69,A,A4,12,MORTGAGE,50004,'Not Verified',other,AL,5.28,0,730,734,1,28,0,8,0,6477,23,754,750,yes
9000,9000,5312.202529,36,'12.53\%',301.2,C,C1,0.5,RENT,47840,'Not Verified',credit_card,CA,20.59,0,720,724,0,0,0,6,0,14379,11,774,770,yes
6000,6000,5316.495981,36,'8.00\%',188.02,A,A3,6,OWN,26500,Verified,debt_consolidation,CA,12.14,0,760,764,0,0,0,6,0,1491,11,499,0,yes
15000,15000,6525,36,'11.89\%',497.46,B,B4,1,RENT,100000,'Not Verified',small_business,CA,2.3,0,715,719,0,0,0,15,0,2548,61,769,765,yes
9600,9600,5984.130425,36,'14.42\%',330.08,D,D2,4,RENT,83964,Verified,small_business,CA,11.46,0,700,704,0,0,0,7,0,4040,12,734,730,yes
8875,8875,3561.975693,36,'15.68\%',310.64,E,E1,0.5,MORTGAGE,29124,'Not Verified',debt_consolidation,KS,19.53,0,690,694,0,0,0,7,0,21894,34,659,655,yes
10000,10000,8841.852872,36,'9.32\%',319.47,A,A4,4,RENT,50000,'Not Verified',other,NY,0.36,0,775,779,2,0,0,12,0,311,16,749,745,yes
10000,10000,4608.74459,36,'13.79\%',340.76,C,C5,1,RENT,48000,'Not Verified',wedding,IL,4.95,0,685,689,1,0,0,16,0,1718,24,694,690,yes
18000,18000,10203.15434,36,'12.53\%',602.4,C,C1,12,OTHER,72204,Verified,debt_consolidation,NY,11.37,0,730,734,2,0,0,13,0,14940,32,689,685,yes
4500,4500,3979.674451,36,'8.00\%',141.02,A,A3,4,RENT,20004,'Not Verified',debt_consolidation,AL,13.74,0,775,779,0,0,0,9,0,3223,28,754,750,yes
8000,8000,7921.516038,36,'16.95\%',285.02,E,E5,2,MORTGAGE,249000,Verified,other,MD,8.46,0,660,664,3,0,0,12,0,47014,33,759,755,yes
18000,18000,17788.98553,36,'9.63\%',577.7,A,A5,6,MORTGAGE,38244,Verified,debt_consolidation,WV,4.05,0,770,774,2,0,0,6,0,8259,7,799,795,yes
15000,15000,7565.543643,36,'13.79\%',511.14,C,C5,2,MORTGAGE,79000,Verified,house,DC,3.08,0,750,754,7,0,0,7,0,2149,15,679,675,yes
6800,6800,1525,36,'12.84\%',228.61,C,C2,1,MORTGAGE,53000,Verified,debt_consolidation,MA,11.59,0,705,709,1,0,0,7,0,7398,26,524,520,yes
5000,5000,4150,36,'12.84\%',168.09,C,C2,2,RENT,36225,'Not Verified',debt_consolidation,TX,11.59,0,705,709,0,0,0,5,0,4516,7,769,765,yes
2000,2000,1775,36,'15.37\%',69.7,D,D5,12,RENT,63996,'Not Verified',debt_consolidation,PA,15.45,1,665,669,1,16,0,7,0,16181,32,679,675,yes
8125,8125,7547.952814,36,'14.42\%',279.36,D,D2,0.5,OWN,12000,'Not Verified',other,NM,0,1,685,689,0,16,0,4,0,0,18,659,655,yes
14000,14000,14000,36,'15.31\%',487.42,D,D3,7,MORTGAGE,65000,'Not Verified',debt_consolidation,OH,23.13,0,680,684,0,0,92,12,1,13641,16,564,560,yes
10000,10000,3150,36,'12.84\%',336.18,C,C2,3,MORTGAGE,50000,Verified,debt_consolidation,NY,17.26,1,705,709,3,10,0,11,0,12013,51,744,740,yes
2500,2500,2287.35,36,'11.89\%',82.91,B,B4,0.5,RENT,21996,'Not Verified',credit_card,FL,17.13,1,705,709,1,19,0,12,0,9847,45,554,550,yes
5000,5000,4850,36,'16.35\%',176.65,E,E1,5,RENT,83100,Verified,debt_consolidation,MI,7.52,0,660,664,2,0,0,6,0,25505,8,619,615,yes
7500,7500,6986.481962,36,'15.05\%',260.19,D,D4,2,RENT,34404,Verified,debt_consolidation,VA,17.51,0,690,694,2,0,0,7,0,15708,10,619,615,yes
7200,7200,6725,36,'9.63\%',231.08,A,A5,1,RENT,45000,'Not Verified',debt_consolidation,CA,6.8,0,720,724,1,0,0,9,0,9500,13,699,695,yes
2000,2000,2000,36,'13.16\%',67.55,C,C3,12,RENT,26500,'Not Verified',other,CA,14.54,0,715,719,2,34,0,3,0,0,6,749,745,yes
2200,2200,2179.74118,36,'9.63\%',70.61,A,A5,9,RENT,9732,'Not Verified',debt_consolidation,IL,18.62,0,715,719,0,0,102,6,1,5209,9,509,505,yes
7200,7200,6541.963685,36,'9.63\%',231.08,A,A5,12,RENT,76668,Verified,credit_card,VA,11.14,1,720,724,1,22,0,10,0,9222,19,749,745,yes
10000,10000,10000,36,'13.79\%',340.76,C,C5,4,RENT,32000,Verified,debt_consolidation,PA,20.29,0,690,694,0,0,0,7,0,16354,7,719,715,yes
5000,5000,4804.95623,36,'13.79\%',170.38,C,C5,1,OWN,85000,'Not Verified',educational,NY,0.42,0,735,739,1,0,0,4,0,890,6,754,750,yes
7000,7000,4404.71,36,'13.16\%',236.4,C,C3,3,RENT,90000,Verified,debt_consolidation,NJ,5.83,0,695,699,0,76,0,6,0,8091,18,749,745,yes
7675,7675,4013.41,36,'16.00\%',269.84,E,E2,1,RENT,36000,'Not Verified',credit_card,MN,16.37,0,665,669,0,0,0,7,0,16083,10,709,705,yes
